Table ID,Table Name,Table Label,Record Family,Category,Is Custom,Is System,Field Count,Has Overview,Base Type,Description,Available,Feature Required,Permission Required
CUSTOMLIST_NCFAR_ASSETSTATUS,CUSTOMLIST_NCFAR_ASSETSTATUS,FAM Asset Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_FAM_ASSETSUMMARYREPLINE,CUSTOMRECORD_FAM_ASSETSUMMARYREPLINE,FAM Asset Summary Rep Line,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_ASSETSUMMARYREP,CUSTOMRECORD_FAM_ASSETSUMMARYREP,FAM Asset Summary Report,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_TRANSFERACCOUNTS,CUSTOMRECORD_NCFAR_TRANSFERACCOUNTS,FAM Asset Transfer Accounts,ACCOUNTING,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ASSETTYPE,CUSTOMRECORD_NCFAR_ASSETTYPE,FAM Asset Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ASSETUSAGE,CUSTOMRECORD_NCFAR_ASSETUSAGE,FAM Asset Usage,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_ASSETVALUES,CUSTOMRECORD_FAM_ASSETVALUES,FAM Asset Values,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_CONVENTIONS,CUSTOMLIST_NCFAR_CONVENTIONS,FAM Conventions,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_DATERANGE_SHORTCUTS,CUSTOMLIST_FAM_DATERANGE_SHORTCUTS,FAM Date Range Shortcuts,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ALTDEPRDEF,CUSTOMRECORD_NCFAR_ALTDEPRDEF,FAM Default Alt Depreciation,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_DEPRACTIVE,CUSTOMLIST_NCFAR_DEPRACTIVE,FAM Depreciation Active,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_DEPRHISTORY,CUSTOMRECORD_NCFAR_DEPRHISTORY,FAM Depreciation History,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_DEPRMETHOD,CUSTOMRECORD_NCFAR_DEPRMETHOD,FAM Depreciation Method,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_DEPRMONTHREPORTLINE,CUSTOMRECORD_FAM_DEPRMONTHREPORTLINE,FAM Depreciation Monthly Report Line,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_DEPRPERIOD,CUSTOMLIST_NCFAR_DEPRPERIOD,FAM Depreciation Period,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_DEPR_TABLES,CUSTOMLIST_FAM_DEPR_TABLES,FAM Depreciation Rate Tables,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NCFAR_DEPRRULES,CUSTOMLIST_NCFAR_DEPRRULES,FAM Depreciation Rules,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_FAM_DEPRSCHEDREPORT,CUSTOMRECORD_FAM_DEPRSCHEDREPORT,FAM Depreciation Schedule Report,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_DEPRSCHEDREPORTLINE,CUSTOMRECORD_FAM_DEPRSCHEDREPORTLINE,FAM Depreciation Schedule Report Line,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_DEPRHISTMETHODS,CUSTOMLIST_NCFAR_DEPRHISTMETHODS,FAM Depr History Methods,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NCFAR_DISPOSALTYPE,CUSTOMLIST_NCFAR_DISPOSALTYPE,FAM Disposal Type,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_ERRORHANDLINGTYPE,CUSTOMLIST_FAM_ERRORHANDLINGTYPE,FAM Error Handling Type,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_EXPENSEINCOME,CUSTOMRECORD_NCFAR_EXPENSEINCOME,FAM Expense/Income,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_FAM_LIST_FINAL_CONVENTION,CUSTOMLIST_FAM_LIST_FINAL_CONVENTION,FAM Final Period Convention,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_FORECASTSTATUS,CUSTOMLIST_FAM_FORECASTSTATUS,FAM Forecast Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_ASSETLIFETIMES,CUSTOMRECORD_ASSETLIFETIMES,FAM Lifetimes,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_FAR_MONTHNAMES,CUSTOMLIST_FAR_MONTHNAMES,FAM Month Names,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_PAPERORIENTATION,CUSTOMLIST_FAM_PAPERORIENTATION,FAM Paper Orientation,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_FAM_PAPERSIZE,CUSTOMRECORD_FAM_PAPERSIZE,FAM Paper Size,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_FAM_LIST_PERIOD_CONVENTION,CUSTOMLIST_FAM_LIST_PERIOD_CONVENTION,FAM Period Convention,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_FAM_PROCESS,CUSTOMRECORD_FAM_PROCESS,FAM Process,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_FAM_PROCSTATUS,CUSTOMLIST_FAM_PROCSTATUS,FAM Process Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ALTDEPR_PROPOSAL,CUSTOMRECORD_NCFAR_ALTDEPR_PROPOSAL,FAM Proposal Alt Depreciation,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_RECENT_DIAGNOSIS,CUSTOMRECORD_FAM_RECENT_DIAGNOSIS,FAM Recent Diagnosis,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_REPAIRMAINTCATEGORY,CUSTOMRECORD_REPAIRMAINTCATEGORY,FAM Repair & Maint Category,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_REPAIRMAINTSUBCATEGORY,CUSTOMRECORD_REPAIRMAINTSUBCATEGORY,FAM Repair & Maint Sub A,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_REPAIRMAINTSUBCATEGORYB,CUSTOMRECORD_REPAIRMAINTSUBCATEGORYB,FAM Repair & Maint Sub B,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_REPORT,CUSTOMRECORD_FAM_REPORT,FAM Report,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_REPORT_TEMPLATE,CUSTOMRECORD_FAM_REPORT_TEMPLATE,FAM Report Template,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_FAM_REPORTTYPES,CUSTOMLIST_FAM_REPORTTYPES,FAM Report Types,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NCFAR_REVISIONRULES,CUSTOMLIST_NCFAR_REVISIONRULES,FAM Revision Rules,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_ROUNDINGMETHODS,CUSTOMLIST_FAM_ROUNDINGMETHODS,FAM Rounding Methods,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_SCHEDULE_OPTIONS,CUSTOMLIST_FAM_SCHEDULE_OPTIONS,FAM Schedule Options,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_SETUPSUMMARY,CUSTOMLIST_FAM_SETUPSUMMARY,FAM Setup Summary,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_FAM_SPECIALDEPRECIATION,CUSTOMRECORD_FAM_SPECIALDEPRECIATION,FAM Special Depreciation,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMTRANSACTION_FAM_SPECIALDEPR_JRN,CUSTOMTRANSACTION_FAM_SPECIALDEPR_JRN,FAM Special Depreciation Entry,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_PROCSTAGESTATUS,CUSTOMLIST_FAM_PROCSTAGESTATUS,FAM Stage Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_SYSTEMSETUP,CUSTOMRECORD_NCFAR_SYSTEMSETUP,FAM System Setup,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_TAXMETHODSTATUS,CUSTOMLIST_NCFAR_TAXMETHODSTATUS,FAM Tax Method Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_FAM_TPAF_MAPPING,CUSTOMRECORD_FAM_TPAF_MAPPING,FAM Transaction Field Map,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_TRANSACTIONTYPE,CUSTOMLIST_NCFAR_TRANSACTIONTYPE,FAM Transaction Type,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NCFAR_UNITMEASURMENT,CUSTOMLIST_NCFAR_UNITMEASURMENT,FAM Unit of Measurement,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_LIST_USEDACCOUNTS,CUSTOMLIST_FAM_LIST_USEDACCOUNTS,FAM Used Accounts,ACCOUNTING,System,No,Yes,0,No,,,Yes,,
FaxTemplate,FaxTemplate,Fax Template,OTHER,System,No,Yes,0,No,,,Yes,,
CompanyFeatureSetup,CompanyFeatureSetup,Features,OTHER,System,No,Yes,0,No,,,Yes,,
CustomFieldAll,CustomFieldAll,Field,OTHER,System,No,Yes,0,No,,,Yes,,
SystemNoteField,SystemNoteField,Field,OTHER,System,No,Yes,0,No,,,Yes,,
scriptEventType,scriptEventType,Field Type,OTHER,System,No,Yes,0,No,,,Yes,,
scriptFieldType,scriptFieldType,Field Type,OTHER,System,No,Yes,0,No,,,Yes,,
File,File,File,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_DAD_ENABLED_RECORD_TYPE,CUSTOMRECORD_DAD_ENABLED_RECORD_TYPE,File Drag and Drop Record Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
payItemStatus,payItemStatus,Filing Status,ITEM,System,No,Yes,0,No,,,Yes,,
PlanningEngineFilterType,PlanningEngineFilterType,Filter Type,OTHER,System,No,Yes,0,No,,,Yes,,
FinChrg,FinChrg,FIN_CHRG,OTHER,System,No,Yes,0,No,,,Yes,,
FinancialException,FinancialException,Financial Exception,OTHER,System,No,Yes,0,No,,,Yes,,
FinancialExceptionTransactionReference,FinancialExceptionTransactionReference,Financial Exception Transaction Reference,TRANSACTION,System,No,Yes,0,No,,,Yes,,
financialInstitution,financialInstitution,Financial Institution,OTHER,System,No,Yes,0,No,,,Yes,,
fiConnectivityPlugin,fiConnectivityPlugin,Financial Institution Connectivity Plug-in,OTHER,System,No,Yes,0,No,,,Yes,,
FIParserPlugin,FIParserPlugin,Financial Institution Parser Plug-in,OTHER,System,No,Yes,0,No,,,Yes,,
FirstRunTimeSelect,FirstRunTimeSelect,First Run Time Select,OTHER,System,No,Yes,0,No,,,Yes,,
FirstVisit,FirstVisit,First Site Visit,OTHER,System,No,Yes,0,No,,,Yes,,
FiscalCalendar,FiscalCalendar,Fiscal Calendar,OTHER,System,No,Yes,0,No,,,Yes,,
FixedAmountProjectRevenueRule,FixedAmountProjectRevenueRule,Fixed Amount Project Revenue Rule,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMTRANSACTION_FAM_DEPR_JRN,CUSTOMTRANSACTION_FAM_DEPR_JRN,Fixed Asset Depreciation Entry,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMTRANSACTION_FAM_DISP_JRN,CUSTOMTRANSACTION_FAM_DISP_JRN,Fixed Asset Disposal Entry,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMTRANSACTION_FAM_REVALUATION_JRN,CUSTOMTRANSACTION_FAM_REVALUATION_JRN,Fixed Asset Revaluation Entry,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMTRANSACTION_FAM_TRANSFER_JRN,CUSTOMTRANSACTION_FAM_TRANSFER_JRN,Fixed Asset Transfer Entry,TRANSACTION,System,No,Yes,0,No,,,Yes,,
FolderType,FolderType,Folder Type,OTHER,System,No,Yes,0,No,,,Yes,,
font,font,Font,OTHER,System,No,Yes,0,No,,,Yes,,
Forecast,Forecast,Forecast,OTHER,System,No,Yes,0,No,,,Yes,,
ForecastType,ForecastType,Forecast Type,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_2663_FORMAT_DETAILS,CUSTOMRECORD_2663_FORMAT_DETAILS,Format Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
formatProfile,formatProfile,Format Profile,OTHER,System,No,Yes,0,No,,,Yes,,
EventFrequency,EventFrequency,Frequency,OTHER,System,No,Yes,0,No,,,Yes,,
FrequencyType,FrequencyType,Frequency,OTHER,System,No,Yes,0,No,,,Yes,,
FulfillmentChoice,FulfillmentChoice,Fulfillment Choice,OTHER,System,No,Yes,0,No,,,Yes,,
fulfillmentExceptionReason,fulfillmentExceptionReason,Fulfillment Exception Reason,OTHER,System,No,Yes,0,No,,,Yes,,
fulfillmentRequest,fulfillmentRequest,Fulfillment Request,OTHER,System,No,Yes,0,No,,,Yes,,
FulfillmentRequestType,FulfillmentRequestType,Fulfillment Type,OTHER,System,No,Yes,0,No,,,Yes,,
FullSubsidiaryHierarchy,FullSubsidiaryHierarchy,Full Subsidiary Hierarchy,SETUP,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NS_IMP_GAP,CUSTOMRECORD_NS_IMP_GAP,Gaps,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NS_IBE_GAP_TYPES,CUSTOMRECORD_NS_IBE_GAP_TYPES,Gap Types,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
gatewayTokenFamily,gatewayTokenFamily,Gateway Token Family,OTHER,System,No,Yes,0,No,,,Yes,,
generalToken,generalToken,General Token,OTHER,System,No,Yes,0,No,,,Yes,,
GenericResource,GenericResource,Generic Resource,OTHER,System,No,Yes,0,No,,,Yes,,
GenericResourceSubsidiaryRelationship,GenericResourceSubsidiaryRelationship,Generic Resource-Subsidiary Relationship,SETUP,System,No,Yes,0,No,,,Yes,,
Geography,Geography,Geography,OTHER,System,No,Yes,0,No,,,Yes,,
GeolocationMethod,GeolocationMethod,Geolocation Method,SETUP,System,No,Yes,0,No,,,Yes,,
GiftCertificate,GiftCertificate,Gift Certificate,OTHER,System,No,Yes,0,No,,,Yes,,
giftCertificateItem,giftCertificateItem,Gift Certificate Item,ITEM,System,No,Yes,0,No,,,Yes,,
GLNumberingSequence,GLNumberingSequence,GL Audit Numbering Sequence,OTHER,System,No,Yes,0,No,,,Yes,,
GLImpactAdjustment,GLImpactAdjustment,GL Impact Adjustment,OTHER,System,No,Yes,0,No,,,Yes,,
GlobalAccountMapping,GlobalAccountMapping,Global Account Mapping,ACCOUNTING,System,No,Yes,0,No,,,Yes,,
GlobalInventoryRelationship,GlobalInventoryRelationship,Global Inventory Relationship,OTHER,System,No,Yes,0,No,,,Yes,,
goal,goal,Goal,OTHER,System,No,Yes,0,No,,,Yes,,
goalstatus,goalstatus,Goal,OTHER,System,No,Yes,0,No,,,Yes,,
goalmood,goalmood,Goal,OTHER,System,No,Yes,0,No,,,Yes,,
GovernmentIssuedIdType,GovernmentIssuedIdType,Government-Issued ID Type,OTHER,System,No,Yes,0,No,,,Yes,,
EntityGroupRestriction,EntityGroupRestriction,Group,OTHER,System,No,Yes,0,No,,,Yes,,
EntityGroup,EntityGroup,Group,OTHER,System,No,Yes,0,No,,,Yes,,
GroupingSegment,GroupingSegment,Grouping Segment,OTHER,System,No,Yes,0,No,,,Yes,,
ComSearchGroupSynonym,ComSearchGroupSynonym,Group Synonym,OTHER,System,No,Yes,0,No,,,Yes,,
entityGroupType,entityGroupType,Group Type,OTHER,System,No,Yes,0,No,,,Yes,,
paymentHandlingMode,paymentHandlingMode,Handling Mode,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_MCTMS_HANDLING_UNIT_TYPES,CUSTOMLIST_MCTMS_HANDLING_UNIT_TYPES,Handling Unit Types,OTHER,System,No,Yes,0,No,,,Yes,,
HostedPage,HostedPage,Hosted Page,OTHER,System,No,Yes,0,No,,,Yes,,
ImportedEmployeeExpense,ImportedEmployeeExpense,Imported Employee Expense,ENTITY,System,No,Yes,0,No,,,Yes,,
ImportedEmployeeExpenseStatus,ImportedEmployeeExpenseStatus,Imported Employee Expense Status,ENTITY,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_3038_IMPORT_STATUS,CUSTOMLIST_3038_IMPORT_STATUS,Import Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_3038__IMPORT_TASK_TYPE,CUSTOMLIST_3038__IMPORT_TASK_TYPE,Import Task Type,OTHER,System,No,Yes,0,No,,,Yes,,
InboundShipmentPOItem,InboundShipmentPOItem,Inbound_PO_Item,ITEM,System,No,Yes,0,No,,,Yes,,
InboundShipment,InboundShipment,Inbound Shipment,OTHER,System,No,Yes,0,No,,,Yes,,
Incoterm,Incoterm,Incoterm,OTHER,System,No,Yes,0,No,,,Yes,,
IncotermType,IncotermType,Incoterm Type,OTHER,System,No,Yes,0,No,,,Yes,,
infoItem,infoItem,Info Item,ITEM,System,No,Yes,0,No,,,Yes,,
integrationApp,integrationApp,Integration,OTHER,System,No,Yes,0,No,,,Yes,,
RecSysAnalyticsReport,RecSysAnalyticsReport,Intelligent Item Recommendations,OTHER,System,No,Yes,0,No,,,Yes,,
RecSysAnalyticsReportAgg,RecSysAnalyticsReportAgg,Intelligent Item Recommendations,OTHER,System,No,Yes,0,No,,,Yes,,
RecSysConversion,RecSysConversion,Intelligent Recommendations Analytics-Transaction Line Relationship,OTHER,System,No,Yes,0,No,,,Yes,,
IntercompanyAllocationSchedule,IntercompanyAllocationSchedule,Intercompany Allocation Schedule,SETUP,System,No,Yes,0,No,,,Yes,,
IntercompanyJournalEntry,IntercompanyJournalEntry,Intercompany Journal,OTHER,System,No,Yes,0,No,,,Yes,,
IntercoStatus,IntercoStatus,Intercompany Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_SHIPC_INT_TAXID_TYPE,CUSTOMLIST_SHIPC_INT_TAXID_TYPE,Int Tax Id Type List,OTHER,System,No,Yes,0,No,,,Yes,,
InvDistr,InvDistr,INV_DISTR,OTHER,System,No,Yes,0,No,,,Yes,,
inventoryAdjustment,inventoryAdjustment,Inventory Adjustment,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_ATLAS_INV_ADJ_REASN,CUSTOMRECORD_ATLAS_INV_ADJ_REASN,Inventory Adjustment Reason,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
InventoryBalance,InventoryBalance,Inventory Balance,OTHER,System,No,Yes,0,No,,,Yes,,
InventoryCostRevaluation,InventoryCostRevaluation,Inventory Cost Revaluation,OTHER,System,No,Yes,0,No,,,Yes,,
InventoryCostTemplate,InventoryCostTemplate,Inventory Cost Template,OTHER,System,No,Yes,0,No,,,Yes,,
InventoryCount,InventoryCount,Inventory Count,OTHER,System,No,Yes,0,No,,,Yes,,
inventoryDistribution,inventoryDistribution,Inventory Distribution,OTHER,System,No,Yes,0,No,,,Yes,,
inventoryItem,inventoryItem,Inventory Item,ITEM,System,No,Yes,0,No,,,Yes,,
itemType,itemType,Inventory Item Type,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_EB_INVENTORY_PACKAGE,CUSTOMLIST_EB_INVENTORY_PACKAGE,Inventory Package,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EB_INV_PGK_RESTRICTION,CUSTOMRECORD_EB_INV_PGK_RESTRICTION,Inventory Package Restrictions - Valid,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_EB_INVENTORY_PACKAGE,CUSTOMRECORD_EB_INVENTORY_PACKAGE,Inventory Packages - Valid,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
standardcostdefaulttype,standardcostdefaulttype,Inventory Standard Cost,OTHER,System,No,Yes,0,No,,,Yes,,
inventoryStatus,inventoryStatus,Inventory Status,OTHER,System,No,Yes,0,No,,,Yes,,
InventoryStatusChange,InventoryStatusChange,Inventory Status Change,OTHER,System,No,Yes,0,No,,,Yes,,
inventoryTransfer,inventoryTransfer,Inventory Transfer,OTHER,System,No,Yes,0,No,,,Yes,,
InventoryWorksheet,InventoryWorksheet,Inventory Worksheet,OTHER,System,No,Yes,0,No,,,Yes,,
Invoice,Invoice,Invoice,TRANSACTION,System,No,Yes,0,No,,,Yes,,
InvoiceGroup,InvoiceGroup,Invoice Group,TRANSACTION,System,No,Yes,0,No,,,Yes,,
Issue,Issue,Issue,OTHER,System,No,Yes,0,No,,,Yes,,
IssueExternalStatus,IssueExternalStatus,Issue External Status,OTHER,System,No,Yes,0,No,,,Yes,,
IssuePriority,IssuePriority,Issue Priority,OTHER,System,No,Yes,0,No,,,Yes,,
IssueRelationshipDirection,IssueRelationshipDirection,Issue relationship type,OTHER,System,No,Yes,0,No,,,Yes,,
IssueReproducibility,IssueReproducibility,Issue Reproducibility,OTHER,System,No,Yes,0,No,,,Yes,,
IssueRole,IssueRole,Issue Role,OTHER,System,No,Yes,0,No,,,Yes,,
IssueStatus,IssueStatus,Issue Status,OTHER,System,No,Yes,0,No,,,Yes,,
IssueTrackCode,IssueTrackCode,Issue Tracking Mode,OTHER,System,No,Yes,0,No,,,Yes,,
IssueType,IssueType,Issue Type,OTHER,System,No,Yes,0,No,,,Yes,,
IssueVersionRelation,IssueVersionRelation,Issue Version Relation,OTHER,System,No,Yes,0,No,,,Yes,,
itemBase,itemBase,Item,ITEM,System,No,Yes,0,No,,,Yes,,
generalizedItem,generalizedItem,Item,ITEM,System,No,Yes,0,No,,,Yes,,
item,item,Item,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_ITEM360_USER_ACCESS,CUSTOMRECORD_ITEM360_USER_ACCESS,Item 360 Access,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_ITEM360_CRITERIA_CONFIG,CUSTOMRECORD_ITEM360_CRITERIA_CONFIG,Item 360 Criteria Configuration,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_ITEM360_CRITERIA_GRID,CUSTOMRECORD_ITEM360_CRITERIA_GRID,Item 360 Criteria Grid,ITEM,Custom,Yes,No,0,No,,,Yes,,
ItemAccountMapping,ItemAccountMapping,Item Account Mapping,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_EB_ITEM_APPROVAL_STATUS,CUSTOMLIST_EB_ITEM_APPROVAL_STATUS,Item Approval Statuts,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_EB_ITEM_CATEGORY_LIST,CUSTOMLIST_EB_ITEM_CATEGORY_LIST,Item Categories,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EDP_ITEM_CATEGORY,CUSTOMRECORD_EDP_ITEM_CATEGORY,Item Category,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_EB_ITEM_CATEGORY_TYPE,CUSTOMLIST_EB_ITEM_CATEGORY_TYPE,Item Category Type,ITEM,System,No,Yes,0,No,,,Yes,,
ItemClassification,ItemClassification,Item Classification,ITEM,System,No,Yes,0,No,,,Yes,,
ItemCollection,ItemCollection,Item Collection,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SC_ITEM_COUNT,CUSTOMRECORD_SC_ITEM_COUNT,Item Count,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_SC_ITEM_COUNT_DETAILS,CUSTOMRECORD_SC_ITEM_COUNT_DETAILS,Item Count Details,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,Item Count Statuses,ITEM,System,No,Yes,0,No,,,Yes,,
ItemDemandPlan,ItemDemandPlan,Item Demand Plan,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_EB_ITEM_DESCRIPTION,CUSTOMLIST_EB_ITEM_DESCRIPTION,Item Description,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EB_ITEM_DESCRIPTION,CUSTOMRECORD_EB_ITEM_DESCRIPTION,Item Descriptions - Valid,ITEM,Custom,Yes,No,0,No,,,Yes,,
OrderReservationFulfillment,OrderReservationFulfillment,Item Fulfillment,OTHER,System,No,Yes,0,No,,,Yes,,
itemFulfillment,itemFulfillment,Item Fulfillment,ITEM,System,No,Yes,0,No,,,Yes,,
itemGroup,itemGroup,Item Group,ITEM,System,No,Yes,0,No,,,Yes,,
ItemCollectionItemMap,ItemCollectionItemMap,Item-Item Collection Relationship,ITEM,System,No,Yes,0,No,,,Yes,,
itemLocationConfiguration,itemLocationConfiguration,Item Location Configuration,ITEM,System,No,Yes,0,No,,,Yes,,
InvtItemPriceHistory,InvtItemPriceHistory,Item Pricing,ITEM,System,No,Yes,0,No,,,Yes,,
ItemProcessFamily,ItemProcessFamily,Item Process Family,ITEM,System,No,Yes,0,No,,,Yes,,
itemProcessGroup,itemProcessGroup,Item Process Group,ITEM,System,No,Yes,0,No,,,Yes,,
ItemReceipt,ItemReceipt,Item Receipt,ITEM,System,No,Yes,0,No,,,Yes,,
ItemRevenueCategory,ItemRevenueCategory,Item Revenue Category,ITEM,System,No,Yes,0,No,,,Yes,,
ItemRevision,ItemRevision,Item Revision,ITEM,System,No,Yes,0,No,,,Yes,,
ItemSegment,ItemSegment,Item Segment,ITEM,System,No,Yes,0,No,,,Yes,,
ItemSegmentIncludingSynthetic,ItemSegmentIncludingSynthetic,Item Segment,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EVD_ITEMSET,CUSTOMRECORD_EVD_ITEMSET,Item Set,ITEM,Custom,Yes,No,0,No,,,Yes,,
ItemSource,ItemSource,Item Source,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EB_ITEM_STATE_PERMISSION,CUSTOMRECORD_EB_ITEM_STATE_PERMISSION,Item State Permissions,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_SCM_ITEM_SUBSTITUTE,CUSTOMRECORD_SCM_ITEM_SUBSTITUTE,Item Substitute,ITEM,Custom,Yes,No,0,No,,,Yes,,
ItemSubtype,ItemSubtype,Item subtype,ITEM,System,No,Yes,0,No,,,Yes,,
ItemSupplyPlan,ItemSupplyPlan,Item Supply Plan,ITEM,System,No,Yes,0,No,,,Yes,,
PresItemType,PresItemType,Item Type,ITEM,System,No,Yes,0,No,,,Yes,,
ItemUnit,ItemUnit,Item unit,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MODE_OF_TRANSPORT,CUSTOMRECORD_MODE_OF_TRANSPORT,ITR Mode of Transport,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
